REG,DATE,FLTS,YEAR
EUR,2019-01-01,20268,2019
EUR,2019-01-02,26259,2019
EUR,2019-01-03,26649,2019
EUR,2019-01-04,27162,2019
EUR,2019-01-05,23270,2019
EUR,2019-01-06,25876,2019
EUR,2019-01-07,26771,2019
EUR,2019-01-08,24643,2019
EUR,2019-01-09,25607,2019
EUR,2019-01-10,25881,2019
EUR,2019-01-11,26726,2019
EUR,2019-01-12,21546,2019
EUR,2019-01-13,24247,2019
EUR,2019-01-14,26331,2019
EUR,2019-01-15,24143,2019
EUR,2019-01-16,25540,2019
EUR,2019-01-17,26277,2019
EUR,2019-01-18,28037,2019
EUR,2019-01-19,21468,2019
EUR,2019-01-20,24590,2019
EUR,2019-01-21,26847,2019
EUR,2019-01-22,24683,2019
EUR,2019-01-23,25195,2019
EUR,2019-01-24,26318,2019
EUR,2019-01-25,27564,2019
EUR,2019-01-26,21253,2019
EUR,2019-01-27,24364,2019
EUR,2019-01-28,26335,2019
EUR,2019-01-29,24776,2019
EUR,2019-01-30,25307,2019
EUR,2019-01-31,26447,2019
EUR,2019-02-01,27382,2019
EUR,2019-02-02,21697,2019
EUR,2019-02-03,24055,2019
EUR,2019-02-04,26518,2019
EUR,2019-02-05,25080,2019
EUR,2019-02-06,25995,2019
EUR,2019-02-07,27034,2019
EUR,2019-02-08,28196,2019
EUR,2019-02-09,22119,2019
EUR,2019-02-10,24678,2019
EUR,2019-02-11,26921,2019
EUR,2019-02-12,25586,2019
EUR,2019-02-13,25682,2019
EUR,2019-02-14,27575,2019
EUR,2019-02-15,29198,2019
EUR,2019-02-16,23459,2019
EUR,2019-02-17,25742,2019
EUR,2019-02-18,27233,2019
EUR,2019-02-19,25886,2019
EUR,2019-02-20,26312,2019
EUR,2019-02-21,27733,2019
EUR,2019-02-22,28732,2019
EUR,2019-02-23,23538,2019
EUR,2019-02-24,26259,2019
EUR,2019-02-25,27791,2019
EUR,2019-02-26,26329,2019
EUR,2019-02-27,27028,2019
EUR,2019-02-28,28075,2019
EUR,2019-03-01,28886,2019
EUR,2019-03-02,23449,2019
EUR,2019-03-03,25714,2019
EUR,2019-03-04,27380,2019
EUR,2019-03-05,26509,2019
EUR,2019-03-06,27319,2019
EUR,2019-03-07,28081,2019
EUR,2019-03-08,29181,2019
EUR,2019-03-09,23149,2019
EUR,2019-03-10,25696,2019
EUR,2019-03-11,28193,2019
EUR,2019-03-12,26772,2019
EUR,2019-03-13,26907,2019
EUR,2019-03-14,28131,2019
EUR,2019-03-15,29504,2019
EUR,2019-03-16,23303,2019
EUR,2019-03-17,25948,2019
EUR,2019-03-18,28415,2019
EUR,2019-03-19,26761,2019
EUR,2019-03-20,27855,2019
EUR,2019-03-21,28685,2019
EUR,2019-03-22,29918,2019
EUR,2019-03-23,23296,2019
EUR,2019-03-24,26268,2019
EUR,2019-03-25,28061,2019
EUR,2019-03-26,27177,2019
EUR,2019-03-27,27845,2019
EUR,2019-03-28,28733,2019
EUR,2019-03-29,29845,2019
EUR,2019-03-30,23527,2019
EUR,2019-03-31,27470,2019
EUR,2019-04-01,30609,2019
EUR,2019-04-02,29811,2019
EUR,2019-04-03,30444,2019
EUR,2019-04-04,30924,2019
EUR,2019-04-05,31668,2019
EUR,2019-04-06,25790,2019
EUR,2019-04-07,28082,2019
EUR,2019-04-08,30357,2019
EUR,2019-04-09,29891,2019
EUR,2019-04-10,30889,2019
EUR,2019-04-11,31608,2019
EUR,2019-04-12,32654,2019
EUR,2019-04-13,27264,2019
EUR,2019-04-14,28818,2019
EUR,2019-04-15,30540,2019
EUR,2019-04-16,29946,2019
EUR,2019-04-17,30941,2019
EUR,2019-04-18,31693,2019
EUR,2019-04-19,29546,2019
EUR,2019-04-20,26612,2019
EUR,2019-04-21,27663,2019
EUR,2019-04-22,29486,2019
EUR,2019-04-23,30769,2019
EUR,2019-04-24,30968,2019
EUR,2019-04-25,31741,2019
EUR,2019-04-26,31742,2019
EUR,2019-04-27,27545,2019
EUR,2019-04-28,29350,2019
EUR,2019-04-29,30990,2019
EUR,2019-04-30,30564,2019
EUR,2019-05-01,29187,2019
EUR,2019-05-02,31555,2019
EUR,2019-05-03,32711,2019
EUR,2019-05-04,28102,2019
EUR,2019-05-05,30324,2019
EUR,2019-05-06,31895,2019
EUR,2019-05-07,31848,2019
EUR,2019-05-08,31396,2019
EUR,2019-05-09,30832,2019
EUR,2019-05-10,33617,2019
EUR,2019-05-11,28248,2019
EUR,2019-05-12,30477,2019
EUR,2019-05-13,32411,2019
EUR,2019-05-14,31355,2019
EUR,2019-05-15,31884,2019
EUR,2019-05-16,32573,2019
EUR,2019-05-17,32669,2019
EUR,2019-05-18,28298,2019
EUR,2019-05-19,30266,2019
EUR,2019-05-20,32453,2019
EUR,2019-05-21,31008,2019
EUR,2019-05-22,32561,2019
EUR,2019-05-23,33540,2019
EUR,2019-05-24,34447,2019
EUR,2019-05-25,29293,2019
EUR,2019-05-26,31120,2019
EUR,2019-05-27,33137,2019
EUR,2019-05-28,32535,2019
EUR,2019-05-29,33836,2019
EUR,2019-05-30,31850,2019
EUR,2019-05-31,32782,2019
EUR,2019-06-01,30411,2019
EUR,2019-06-02,33678,2019
EUR,2019-06-03,34346,2019
EUR,2019-06-04,33841,2019
EUR,2019-06-05,34494,2019
EUR,2019-06-06,34638,2019
EUR,2019-06-07,35856,2019
EUR,2019-06-08,31211,2019
EUR,2019-06-09,32102,2019
EUR,2019-06-10,33994,2019
EUR,2019-06-11,34600,2019
EUR,2019-06-12,34967,2019
EUR,2019-06-13,36045,2019
EUR,2019-06-14,36508,2019
EUR,2019-06-15,31553,2019
EUR,2019-06-16,33570,2019
EUR,2019-06-17,35597,2019
EUR,2019-06-18,34899,2019
EUR,2019-06-19,35344,2019
EUR,2019-06-20,35507,2019
EUR,2019-06-21,35810,2019
EUR,2019-06-22,31496,2019
EUR,2019-06-23,33768,2019
EUR,2019-06-24,35540,2019
EUR,2019-06-25,34984,2019
EUR,2019-06-26,35473,2019
EUR,2019-06-27,36488,2019
EUR,2019-06-28,36913,2019
EUR,2019-06-29,32379,2019
EUR,2019-06-30,34197,2019
EUR,2019-07-01,35825,2019
EUR,2019-07-02,35183,2019
EUR,2019-07-03,35663,2019
EUR,2019-07-04,36479,2019
EUR,2019-07-05,36775,2019
EUR,2019-07-06,32342,2019
EUR,2019-07-07,33785,2019
EUR,2019-07-08,35707,2019
EUR,2019-07-09,35072,2019
EUR,2019-07-10,35509,2019
EUR,2019-07-11,36313,2019
EUR,2019-07-12,36302,2019
EUR,2019-07-13,32534,2019
EUR,2019-07-14,33949,2019
EUR,2019-07-15,35803,2019
EUR,2019-07-16,35032,2019
EUR,2019-07-17,35322,2019
EUR,2019-07-18,36063,2019
EUR,2019-07-19,36492,2019
EUR,2019-07-20,32597,2019
EUR,2019-07-21,33726,2019
EUR,2019-07-22,35384,2019
EUR,2019-07-23,34888,2019
EUR,2019-07-24,34906,2019
EUR,2019-07-25,35402,2019
EUR,2019-07-26,35894,2019
EUR,2019-07-27,32212,2019
EUR,2019-07-28,33719,2019
EUR,2019-07-29,35365,2019
EUR,2019-07-30,34505,2019
EUR,2019-07-31,35163,2019
EUR,2019-08-01,35483,2019
EUR,2019-08-02,35666,2019
EUR,2019-08-03,32544,2019
EUR,2019-08-04,33683,2019
EUR,2019-08-05,34600,2019
EUR,2019-08-06,33942,2019
EUR,2019-08-07,33948,2019
EUR,2019-08-08,34994,2019
EUR,2019-08-09,35556,2019
EUR,2019-08-10,32451,2019
EUR,2019-08-11,33554,2019
EUR,2019-08-12,34590,2019
EUR,2019-08-13,34149,2019
EUR,2019-08-14,34708,2019
EUR,2019-08-15,34530,2019
EUR,2019-08-16,35429,2019
EUR,2019-08-17,32403,2019
EUR,2019-08-18,34038,2019
EUR,2019-08-19,35192,2019
EUR,2019-08-20,34642,2019
EUR,2019-08-21,35162,2019
EUR,2019-08-22,35997,2019
EUR,2019-08-23,36291,2019
EUR,2019-08-24,32370,2019
EUR,2019-08-25,33961,2019
EUR,2019-08-26,35534,2019
EUR,2019-08-27,35093,2019
EUR,2019-08-28,35593,2019
EUR,2019-08-29,36423,2019
EUR,2019-08-30,36705,2019
EUR,2019-08-31,32534,2019
EUR,2019-09-01,33778,2019
EUR,2019-09-02,35321,2019
EUR,2019-09-03,35075,2019
EUR,2019-09-04,35497,2019
EUR,2019-09-05,36110,2019
EUR,2019-09-06,35842,2019
EUR,2019-09-07,31429,2019
EUR,2019-09-08,33696,2019
EUR,2019-09-09,34606,2019
EUR,2019-09-10,33903,2019
EUR,2019-09-11,35029,2019
EUR,2019-09-12,36076,2019
EUR,2019-09-13,36331,2019
EUR,2019-09-14,31255,2019
EUR,2019-09-15,33368,2019
EUR,2019-09-16,34989,2019
EUR,2019-09-17,34385,2019
EUR,2019-09-18,34768,2019
EUR,2019-09-19,35640,2019
EUR,2019-09-20,36056,2019
EUR,2019-09-21,30728,2019
EUR,2019-09-22,32771,2019
EUR,2019-09-23,34635,2019
EUR,2019-09-24,33798,2019
EUR,2019-09-25,34764,2019
EUR,2019-09-26,35254,2019
EUR,2019-09-27,35269,2019
EUR,2019-09-28,30503,2019
EUR,2019-09-29,32428,2019
EUR,2019-09-30,33972,2019
EUR,2019-10-01,32684,2019
EUR,2019-10-02,33474,2019
EUR,2019-10-03,33674,2019
EUR,2019-10-04,34097,2019
EUR,2019-10-05,29083,2019
EUR,2019-10-06,31464,2019
EUR,2019-10-07,32982,2019
EUR,2019-10-08,31604,2019
EUR,2019-10-09,31808,2019
EUR,2019-10-10,33326,2019
EUR,2019-10-11,33974,2019
EUR,2019-10-12,28580,2019
EUR,2019-10-13,30765,2019
EUR,2019-10-14,32473,2019
EUR,2019-10-15,31471,2019
EUR,2019-10-16,32047,2019
EUR,2019-10-17,33154,2019
EUR,2019-10-18,33545,2019
EUR,2019-10-19,28371,2019
EUR,2019-10-20,30176,2019
EUR,2019-10-21,32429,2019
EUR,2019-10-22,31189,2019
EUR,2019-10-23,32012,2019
EUR,2019-10-24,32921,2019
EUR,2019-10-25,32776,2019
EUR,2019-10-26,28149,2019
EUR,2019-10-27,28146,2019
EUR,2019-10-28,29743,2019
EUR,2019-10-29,28371,2019
EUR,2019-10-30,28954,2019
EUR,2019-10-31,29603,2019
EUR,2019-11-01,28515,2019
EUR,2019-11-02,23803,2019
EUR,2019-11-03,27379,2019
EUR,2019-11-04,29129,2019
EUR,2019-11-05,27359,2019
EUR,2019-11-06,27378,2019
EUR,2019-11-07,27730,2019
EUR,2019-11-08,28931,2019
EUR,2019-11-09,22178,2019
EUR,2019-11-10,25791,2019
EUR,2019-11-11,27815,2019
EUR,2019-11-12,26119,2019
EUR,2019-11-13,26433,2019
EUR,2019-11-14,28019,2019
EUR,2019-11-15,29268,2019
EUR,2019-11-16,22053,2019
EUR,2019-11-17,25531,2019
EUR,2019-11-18,27947,2019
EUR,2019-11-19,25982,2019
EUR,2019-11-20,26517,2019
EUR,2019-11-21,27527,2019
EUR,2019-11-22,29228,2019
EUR,2019-11-23,21783,2019
EUR,2019-11-24,25462,2019
EUR,2019-11-25,27027,2019
EUR,2019-11-26,25707,2019
EUR,2019-11-27,26232,2019
EUR,2019-11-28,27345,2019
EUR,2019-11-29,28679,2019
EUR,2019-11-30,21727,2019
EUR,2019-12-01,25156,2019
EUR,2019-12-02,27779,2019
EUR,2019-12-03,25951,2019
EUR,2019-12-04,26799,2019
EUR,2019-12-05,26475,2019
EUR,2019-12-06,28076,2019
EUR,2019-12-07,21591,2019
EUR,2019-12-08,25303,2019
EUR,2019-12-09,27826,2019
EUR,2019-12-10,25326,2019
EUR,2019-12-11,26866,2019
EUR,2019-12-12,27484,2019
EUR,2019-12-13,28387,2019
EUR,2019-12-14,22306,2019
EUR,2019-12-15,25536,2019
EUR,2019-12-16,28000,2019
EUR,2019-12-17,25992,2019
EUR,2019-12-18,27501,2019
EUR,2019-12-19,28907,2019
EUR,2019-12-20,29940,2019
EUR,2019-12-21,25081,2019
EUR,2019-12-22,26105,2019
EUR,2019-12-23,26575,2019
EUR,2019-12-24,19231,2019
EUR,2019-12-25,14235,2019
EUR,2019-12-26,23700,2019
EUR,2019-12-27,26854,2019
EUR,2019-12-28,23775,2019
EUR,2019-12-29,25213,2019
EUR,2019-12-30,25468,2019
EUR,2019-12-31,19548,2019
EUR,2020-01-01,20166,2020
EUR,2020-01-02,26396,2020
EUR,2020-01-03,27033,2020
EUR,2020-01-04,24015,2020
EUR,2020-01-05,26253,2020
EUR,2020-01-06,26652,2020
EUR,2020-01-07,24719,2020
EUR,2020-01-08,24949,2020
EUR,2020-01-09,25696,2020
EUR,2020-01-10,27581,2020
EUR,2020-01-11,21811,2020
EUR,2020-01-12,24816,2020
EUR,2020-01-13,26185,2020
EUR,2020-01-14,23300,2020
EUR,2020-01-15,24556,2020
EUR,2020-01-16,25944,2020
EUR,2020-01-17,27457,2020
EUR,2020-01-18,21142,2020
EUR,2020-01-19,24605,2020
EUR,2020-01-20,26358,2020
EUR,2020-01-21,24285,2020
EUR,2020-01-22,24583,2020
EUR,2020-01-23,26266,2020
EUR,2020-01-24,27687,2020
EUR,2020-01-25,21039,2020
EUR,2020-01-26,24575,2020
EUR,2020-01-27,26408,2020
EUR,2020-01-28,23879,2020
EUR,2020-01-29,24537,2020
EUR,2020-01-30,26153,2020
EUR,2020-01-31,27821,2020
EUR,2020-02-01,21548,2020
EUR,2020-02-02,24659,2020
EUR,2020-02-03,26527,2020
EUR,2020-02-04,24105,2020
EUR,2020-02-05,24974,2020
EUR,2020-02-06,26541,2020
EUR,2020-02-07,27650,2020
EUR,2020-02-08,22070,2020
EUR,2020-02-09,21776,2020
EUR,2020-02-10,24041,2020
EUR,2020-02-11,24120,2020
EUR,2020-02-12,25513,2020
EUR,2020-02-13,26911,2020
EUR,2020-02-14,28748,2020
EUR,2020-02-15,23024,2020
EUR,2020-02-16,24859,2020
EUR,2020-02-17,26966,2020
EUR,2020-02-18,25546,2020
EUR,2020-02-19,26158,2020
EUR,2020-02-20,27125,2020
EUR,2020-02-21,28861,2020
EUR,2020-02-22,23504,2020
EUR,2020-02-23,25549,2020
EUR,2020-02-24,27612,2020
EUR,2020-02-25,25654,2020
EUR,2020-02-26,25927,2020
EUR,2020-02-27,26761,2020
EUR,2020-02-28,28645,2020
EUR,2020-02-29,22740,2020
EUR,2020-03-01,25550,2020
EUR,2020-03-02,27056,2020
EUR,2020-03-03,25397,2020
EUR,2020-03-04,25898,2020
EUR,2020-03-05,26379,2020
EUR,2020-03-06,27324,2020
EUR,2020-03-07,21737,2020
EUR,2020-03-08,24355,2020
EUR,2020-03-09,25426,2020
EUR,2020-03-10,23115,2020
EUR,2020-03-11,23103,2020
EUR,2020-03-12,23619,2020
EUR,2020-03-13,24423,2020
EUR,2020-03-14,18672,2020
EUR,2020-03-15,19775,2020
EUR,2020-03-16,18892,2020
EUR,2020-03-17,15056,2020
EUR,2020-03-18,13642,2020
EUR,2020-03-19,12540,2020
EUR,2020-03-20,12064,2020
EUR,2020-03-21,7867,2020
EUR,2020-03-22,7437,2020
EUR,2020-03-23,6762,2020
EUR,2020-03-24,6191,2020
EUR,2020-03-25,5759,2020
EUR,2020-03-26,5836,2020
EUR,2020-03-27,5588,2020
EUR,2020-03-28,3528,2020
EUR,2020-03-29,3306,2020
EUR,2020-03-30,4012,2020
EUR,2020-03-31,4177,2020
EUR,2020-04-01,4372,2020
EUR,2020-04-02,4050,2020
EUR,2020-04-03,4058,2020
EUR,2020-04-04,2524,2020
EUR,2020-04-05,2643,2020
EUR,2020-04-06,3610,2020
EUR,2020-04-07,3829,2020
EUR,2020-04-08,4036,2020
EUR,2020-04-09,3844,2020
EUR,2020-04-10,2994,2020
EUR,2020-04-11,2191,2020
EUR,2020-04-12,2060,2020
EUR,2020-04-13,2588,2020
EUR,2020-04-14,3681,2020
EUR,2020-04-15,3997,2020
EUR,2020-04-16,4117,2020
EUR,2020-04-17,3894,2020
EUR,2020-04-18,2264,2020
EUR,2020-04-19,2423,2020
EUR,2020-04-20,3762,2020
EUR,2020-04-21,3994,2020
EUR,2020-04-22,4339,2020
EUR,2020-04-23,4465,2020
EUR,2020-04-24,4226,2020
EUR,2020-04-25,2444,2020
EUR,2020-04-26,2663,2020
EUR,2020-04-27,4073,2020
EUR,2020-04-28,4253,2020
EUR,2020-04-29,4538,2020
EUR,2020-04-30,4464,2020
EUR,2020-05-01,3355,2020
EUR,2020-05-02,2419,2020
EUR,2020-05-03,2852,2020
EUR,2020-05-04,4298,2020
EUR,2020-05-05,4464,2020
EUR,2020-05-06,4765,2020
EUR,2020-05-07,4972,2020
EUR,2020-05-08,4482,2020
EUR,2020-05-09,2852,2020
EUR,2020-05-10,2988,2020
EUR,2020-05-11,4471,2020
EUR,2020-05-12,4962,2020
EUR,2020-05-13,5155,2020
EUR,2020-05-14,5336,2020
EUR,2020-05-15,5326,2020
EUR,2020-05-16,3212,2020
EUR,2020-05-17,3259,2020
EUR,2020-05-18,5033,2020
EUR,2020-05-19,5282,2020
EUR,2020-05-20,5858,2020
EUR,2020-05-21,4814,2020
EUR,2020-05-22,4982,2020
EUR,2020-05-23,3342,2020
EUR,2020-05-24,3659,2020
EUR,2020-05-25,5042,2020
EUR,2020-05-26,5544,2020
EUR,2020-05-27,5995,2020
EUR,2020-05-28,5900,2020
EUR,2020-05-29,5889,2020
EUR,2020-05-30,3568,2020
EUR,2020-05-31,3554,2020
EUR,2020-06-01,5036,2020
EUR,2020-06-02,5978,2020
EUR,2020-06-03,6561,2020
EUR,2020-06-04,6758,2020
EUR,2020-06-05,6699,2020
EUR,2020-06-06,4398,2020
EUR,2020-06-07,4771,2020
EUR,2020-06-08,6518,2020
EUR,2020-06-09,6656,2020
EUR,2020-06-10,7170,2020
EUR,2020-06-11,6879,2020
EUR,2020-06-12,7247,2020
EUR,2020-06-13,4629,2020
EUR,2020-06-14,5181,2020
EUR,2020-06-15,7873,2020
EUR,2020-06-16,7753,2020
EUR,2020-06-17,8168,2020
EUR,2020-06-18,8360,2020
EUR,2020-06-19,8585,2020
EUR,2020-06-20,5949,2020
EUR,2020-06-21,6908,2020
EUR,2020-06-22,8836,2020
EUR,2020-06-23,8717,2020
EUR,2020-06-24,9158,2020
EUR,2020-06-25,9517,2020
EUR,2020-06-26,9803,2020
EUR,2020-06-27,6682,2020
EUR,2020-06-28,7508,2020
EUR,2020-06-29,9144,2020
EUR,2020-06-30,9233,2020
EUR,2020-07-01,12688,2020
EUR,2020-07-02,12651,2020
EUR,2020-07-03,13909,2020
EUR,2020-07-04,11030,2020
EUR,2020-07-05,11811,2020
EUR,2020-07-06,12924,2020
EUR,2020-07-07,12287,2020
EUR,2020-07-08,13085,2020
EUR,2020-07-09,13122,2020
EUR,2020-07-10,14538,2020
EUR,2020-07-11,11858,2020
EUR,2020-07-12,12324,2020
EUR,2020-07-13,13311,2020
EUR,2020-07-14,12743,2020
EUR,2020-07-15,14115,2020
EUR,2020-07-16,14623,2020
EUR,2020-07-17,15755,2020
EUR,2020-07-18,13232,2020
EUR,2020-07-19,13725,2020
EUR,2020-07-20,14766,2020
EUR,2020-07-21,13890,2020
EUR,2020-07-22,14427,2020
EUR,2020-07-23,15130,2020
EUR,2020-07-24,16194,2020
EUR,2020-07-25,14126,2020
EUR,2020-07-26,14245,2020
EUR,2020-07-27,14980,2020
EUR,2020-07-28,14027,2020
EUR,2020-07-29,14839,2020
EUR,2020-07-30,15304,2020
EUR,2020-07-31,16499,2020
EUR,2020-08-01,16106,2020
EUR,2020-08-02,16259,2020
EUR,2020-08-03,16813,2020
EUR,2020-08-04,15602,2020
EUR,2020-08-05,16302,2020
EUR,2020-08-06,16670,2020
EUR,2020-08-07,18079,2020
EUR,2020-08-08,16220,2020
EUR,2020-08-09,16521,2020
EUR,2020-08-10,17070,2020
EUR,2020-08-11,15590,2020
EUR,2020-08-12,16128,2020
EUR,2020-08-13,16470,2020
EUR,2020-08-14,18174,2020
EUR,2020-08-15,16382,2020
EUR,2020-08-16,17095,2020
EUR,2020-08-17,17278,2020
EUR,2020-08-18,15798,2020
EUR,2020-08-19,16652,2020
EUR,2020-08-20,17167,2020
EUR,2020-08-21,18285,2020
EUR,2020-08-22,16241,2020
EUR,2020-08-23,17225,2020
EUR,2020-08-24,17552,2020
EUR,2020-08-25,16116,2020
EUR,2020-08-26,16724,2020
EUR,2020-08-27,17628,2020
EUR,2020-08-28,18721,2020
EUR,2020-08-29,16215,2020
EUR,2020-08-30,17395,2020
EUR,2020-08-31,17938,2020
EUR,2020-09-01,15872,2020
EUR,2020-09-02,16221,2020
EUR,2020-09-03,16983,2020
EUR,2020-09-04,18225,2020
EUR,2020-09-05,15175,2020
EUR,2020-09-06,16321,2020
EUR,2020-09-07,16762,2020
EUR,2020-09-08,15293,2020
EUR,2020-09-09,15988,2020
EUR,2020-09-10,16628,2020
EUR,2020-09-11,18008,2020
EUR,2020-09-12,14556,2020
EUR,2020-09-13,16126,2020
EUR,2020-09-14,16269,2020
EUR,2020-09-15,14865,2020
EUR,2020-09-16,15409,2020
EUR,2020-09-17,16019,2020
EUR,2020-09-18,17474,2020
EUR,2020-09-19,13850,2020
EUR,2020-09-20,15457,2020
EUR,2020-09-21,15782,2020
EUR,2020-09-22,14437,2020
EUR,2020-09-23,15010,2020
EUR,2020-09-24,15645,2020
EUR,2020-09-25,17073,2020
EUR,2020-09-26,13491,2020
EUR,2020-09-27,15002,2020
EUR,2020-09-28,15378,2020
EUR,2020-09-29,14149,2020
EUR,2020-09-30,15177,2020
EUR,2020-10-01,15104,2020
EUR,2020-10-02,16165,2020
EUR,2020-10-03,12726,2020
EUR,2020-10-04,13984,2020
EUR,2020-10-05,14659,2020
EUR,2020-10-06,12950,2020
EUR,2020-10-07,13796,2020
EUR,2020-10-08,14481,2020
EUR,2020-10-09,16355,2020
EUR,2020-10-10,12601,2020
EUR,2020-10-11,13908,2020
EUR,2020-10-12,14307,2020
EUR,2020-10-13,12680,2020
EUR,2020-10-14,13463,2020
EUR,2020-10-15,13654,2020
EUR,2020-10-16,16320,2020
EUR,2020-10-17,12830,2020
EUR,2020-10-18,13840,2020
EUR,2020-10-19,13936,2020
EUR,2020-10-20,12136,2020
EUR,2020-10-21,12791,2020
EUR,2020-10-22,13703,2020
EUR,2020-10-23,15428,2020
EUR,2020-10-24,12395,2020
EUR,2020-10-25,13259,2020
EUR,2020-10-26,13479,2020
EUR,2020-10-27,11838,2020
EUR,2020-10-28,12609,2020
EUR,2020-10-29,13412,2020
EUR,2020-10-30,14822,2020
EUR,2020-10-31,11463,2020
EUR,2020-11-01,12851,2020
EUR,2020-11-02,12610,2020
EUR,2020-11-03,10909,2020
EUR,2020-11-04,11606,2020
EUR,2020-11-05,11730,2020
EUR,2020-11-06,13234,2020
EUR,2020-11-07,9352,2020
EUR,2020-11-08,10869,2020
EUR,2020-11-09,11116,2020
EUR,2020-11-10,9702,2020
EUR,2020-11-11,9969,2020
EUR,2020-11-12,10768,2020
EUR,2020-11-13,11926,2020
EUR,2020-11-14,8003,2020
EUR,2020-11-15,9564,2020
EUR,2020-11-16,10495,2020
EUR,2020-11-17,9223,2020
EUR,2020-11-18,10124,2020
EUR,2020-11-19,10007,2020
EUR,2020-11-20,11180,2020
EUR,2020-11-21,7444,2020
EUR,2020-11-22,8733,2020
EUR,2020-11-23,9854,2020
EUR,2020-11-24,8790,2020
EUR,2020-11-25,9649,2020
EUR,2020-11-26,9629,2020
EUR,2020-11-27,10805,2020
EUR,2020-11-28,7124,2020
EUR,2020-11-29,8570,2020
EUR,2020-11-30,9822,2020
EUR,2020-12-01,8682,2020
EUR,2020-12-02,9660,2020
EUR,2020-12-03,9875,2020
EUR,2020-12-04,11305,2020
EUR,2020-12-05,7581,2020
EUR,2020-12-06,8556,2020
EUR,2020-12-07,9747,2020
EUR,2020-12-08,9103,2020
EUR,2020-12-09,9853,2020
EUR,2020-12-10,10430,2020
EUR,2020-12-11,11734,2020
EUR,2020-12-12,8024,2020
EUR,2020-12-13,9271,2020
EUR,2020-12-14,10841,2020
EUR,2020-12-15,10232,2020
EUR,2020-12-16,11214,2020
EUR,2020-12-17,12819,2020
EUR,2020-12-18,14934,2020
EUR,2020-12-19,11980,2020
EUR,2020-12-20,12223,2020
EUR,2020-12-21,12374,2020
EUR,2020-12-22,11520,2020
EUR,2020-12-23,12729,2020
EUR,2020-12-24,8665,2020
EUR,2020-12-25,5787,2020
EUR,2020-12-26,8518,2020
EUR,2020-12-27,10631,2020
EUR,2020-12-28,10470,2020
EUR,2020-12-29,9462,2020
EUR,2020-12-30,10736,2020
EUR,2020-12-31,7070,2020
EUR,2021-01-01,6283,2021
EUR,2021-01-02,9571,2021
EUR,2021-01-03,12002,2021
EUR,2021-01-04,11400,2021
EUR,2021-01-05,9690,2021
EUR,2021-01-06,9744,2021
EUR,2021-01-07,10000,2021
EUR,2021-01-08,11314,2021
EUR,2021-01-09,8479,2021
EUR,2021-01-10,10124,2021
EUR,2021-01-11,9693,2021
EUR,2021-01-12,8389,2021
EUR,2021-01-13,9032,2021
EUR,2021-01-14,9474,2021
EUR,2021-01-15,10518,2021
EUR,2021-01-16,7204,2021
EUR,2021-01-17,8244,2021
EUR,2021-01-18,9399,2021
EUR,2021-01-19,8233,2021
EUR,2021-01-20,9030,2021
EUR,2021-01-21,9038,2021
EUR,2021-01-22,10172,2021
EUR,2021-01-23,6815,2021
EUR,2021-01-24,7904,2021
EUR,2021-01-25,9163,2021
EUR,2021-01-26,8281,2021
EUR,2021-01-27,8589,2021
EUR,2021-01-28,9334,2021
EUR,2021-01-29,10010,2021
EUR,2021-01-30,6860,2021
EUR,2021-01-31,8132,2021
EUR,2021-02-01,9022,2021
EUR,2021-02-02,8227,2021
EUR,2021-02-03,8859,2021
EUR,2021-02-04,9530,2021
EUR,2021-02-05,10434,2021
EUR,2021-02-06,6953,2021
EUR,2021-02-07,7332,2021
EUR,2021-02-08,8323,2021
EUR,2021-02-09,7683,2021
EUR,2021-02-10,8859,2021
EUR,2021-02-11,9469,2021
EUR,2021-02-12,10473,2021
EUR,2021-02-13,7580,2021
EUR,2021-02-14,8075,2021
EUR,2021-02-15,9023,2021
EUR,2021-02-16,7937,2021
EUR,2021-02-17,8952,2021
EUR,2021-02-18,9526,2021
EUR,2021-02-19,10442,2021
EUR,2021-02-20,7553,2021
EUR,2021-02-21,8427,2021
EUR,2021-02-22,9311,2021
EUR,2021-02-23,8402,2021
EUR,2021-02-24,9426,2021
EUR,2021-02-25,9975,2021
EUR,2021-02-26,10829,2021
EUR,2021-02-27,7650,2021
EUR,2021-02-28,8663,2021
EUR,2021-03-01,9736,2021
EUR,2021-03-02,8792,2021
EUR,2021-03-03,9604,2021
EUR,2021-03-04,10162,2021
EUR,2021-03-05,10941,2021
EUR,2021-03-06,7629,2021
EUR,2021-03-07,8569,2021
EUR,2021-03-08,9796,2021
EUR,2021-03-09,8828,2021
EUR,2021-03-10,9684,2021
EUR,2021-03-11,9622,2021
EUR,2021-03-12,10872,2021
EUR,2021-03-13,7271,2021
EUR,2021-03-14,8522,2021
EUR,2021-03-15,9630,2021
EUR,2021-03-16,9029,2021
EUR,2021-03-17,9879,2021
EUR,2021-03-18,10421,2021
EUR,2021-03-19,11359,2021
EUR,2021-03-20,7991,2021
EUR,2021-03-21,8883,2021
EUR,2021-03-22,10182,2021
EUR,2021-03-23,9230,2021
EUR,2021-03-24,10390,2021
EUR,2021-03-25,11255,2021
EUR,2021-03-26,12550,2021
EUR,2021-03-27,8861,2021
EUR,2021-03-28,10200,2021
EUR,2021-03-29,11175,2021
EUR,2021-03-30,10389,2021
EUR,2021-03-31,11783,2021
EUR,2021-04-01,12078,2021
